index,subset,utt_num,text,pronounce,monophone
85,b,b36,船は、ひそかに揺れつつ、錨をひきずって流れつづけた。,ふねわ、ひそかにゆれつつ、いかりをひきずってながれつずけた。,f u n e w a # h i s o k a n i y u r e ts u ts u # i k a r i o h i k i z u q t e n a g a r e ts u z u k e t a
86,b,b37,これまで、少年野球、ママさんバレーなど、地域スポーツを支え、市民に密着してきたのは、無数のボランティアだった。,これまで、しょーねんやきゅー、ままさんばれーなど、ちいきすぽーつをささえ、しみんにみっちゃくしてきたのわ、むすーのぼらんてぃあだった。,k o r e m a d e # sh o: n e N y a ky u: # m a m a s a N b a r e: n a d o # ch i i k i s u p o: ts u o s a s a e # sh i m i N n i m i q ch a k u sh i t e k i t a n o w a # m u s u: n o b o r a N t i a d a q t a
87,b,b38,もちろん調査後は、元通り密閉する。,もちろんちょーさごわ、もとどーりみっぺいする。,m o ch i r o N ch o: s a g o w a # m o t o d o: r i m i q p e i s u r u
88,b,b39,冷房では、冷え過ぎが、問題になる。,れいぼーでわ、ひえすぎが、もんだいになる。,r e i b o: d e w a # h i e s u g i g a # m o N d a i n i n a r u
89,b,b40,いずれは、ハワイやカリフォルニアなど、日本人が多く住む、暑い土地で育ててみたい。,いずれわ、はわいやかりふぉるにあなど、にっぽんじんがおーくすむ、あついとちでそだててみたい。,i z u r e w a # h a w a i y a k a r i f o r u n i a n a d o # n i q p o N j i N g a o: k u s u m u # a ts u i t o ch i d e s o d a t e t e m i t a i
90,b,b41,最近の不調を理由に、ソウル五輪候補選手から外すことを発表した。,さいきんのふちょーをりゆーに、そーるごりんこーほせんしゅからはずすことをはっぴょーした。,s a i k i N n o f u ch o: o r i y u: n i # s o: r u g o r i N k o: h o s e N sh u k a r a h a z u s u k o t o o h a q py o: sh i t a
91,b,b42,事故の直接原因となった、圧力隔壁のずさんな修理、そのずさんさを見落とした、チェックシステムなどがそうだ。,じこのちょくせつげんいんとなった、あつりょくかくへきのずさんなしゅーり、そのずさんさをみおとした、ちぇっくしすてむなどがそーだ。,j i k o n o ch o k u s e ts u g e N i N t o n a q t a # a ts u ry o k u k a k u h e k i n o z u s a N n a sh u: r i # s o n o z u s a N s a o m i o t o sh i t a # ch e q k u sh i s u t e m u n a d o g a s o: d a
92,b,b43,女性とは逆で、何とか常識を破って、めだってやろうと、意気込む人がほとんどだ。,じょせいとわぎゃくで、なんとかじょーしきをやぶって、めだってやろーと、いきごみむひとがほとんどだ。,j o s e i t o w a gy a k u d e # n a N t o k a j o: sh i k i o y a b u q t e # m e d a q t e y a r o: t o # i k i g o m i m u h i t o g a h o t o N d o d a
93,b,b44,もっと広い議場をという声もあったが、チャーチル首相が抑えた。,もっとひろいぎじょーをとゆうこえもあったが、ちゃーちるしゅしょーがおさえた。,m o q t o h i r o i g i j o: o t o y u u k o e m o a q t a g a # ch a: ch i r u sh u sh o: g a o s a e t a
94,b,b45,ギンザケの卵を輸入して、ふ化させ、海中で育てる養殖も始まっている。,ぎんざけのたまごをゆにゅーして、ふかさせ、かいちゅーでそだてるよーしょくもはじまっている。,g i N z a k e n o t a m a g o o y u ny u: sh i t e # f u k a s a s e # k a i ch u: d e s o d a t e r u y o: sh o k u m o h a j i m a q t e i r u
95,b,b46,文書は年々増えていく。,ぶんしょわねんねんふえていく。,b u N sh o w a n e N n e N f u e t e i k u
96,b,b47,おしゃれとは縁がなく、ジーパンにティーシャツ、ジャンパーといった格好で、駅まで自転車を走らせる。,おしゃれとわえんがなく、じーぱんにてぃーしゃつ、じゃんぱーといったかっこーで、えきまでじてんしゃをはしらせる。,o sh a r e t o w a e N g a n a k u # j i: p a N n i t i: sh a ts u # j a N p a: t o i q t a k a q k o: d e # e k i m a d e j i t e N sh a o h a sh i r a s e r u
97,b,b48,熱でうるんだ青い空に、積乱雲がある。,ねつでうるんだあおいそらに、せきらんうんがある。,n e ts u d e u r u N d a a o i s o r a n i # s e k i r a N u N g a a r u
98,b,b49,富者は、貧者と同じ栄養状態に落ち込み、貧者は、餓死まで、後一歩という状態へ落ち込んでいく。,ふしゃわ、ひんじゃとおなじえいよーじょーたいにおちこみ、ひんじゃわ、がしまで、あといっぽいとゆうじょーたいえおちこんでいく。,f u sh a w a # h i N j a t o o n a j i e i y o: j o: t a i n i o ch i k o m i # h i N j a w a # g a sh i m a d e # a t o i q p o i t o y u u j o: t a i e o ch i k o N d e i k u
99,b,b50,販売関係の企業の代表者は、セミナー終了後、会議室に集まれ。,はんばいかんけいのきぎょーのだいひょーしゃわ、せみなーしゅーりょーご、かいぎしつにあつまれ。,h a N b a i k a N k e i n o k i gy o: n o d a i hy o: sh a w a # s e m i n a: sh u: ry o: g o # k a i g i sh i ts u n i a ts u m a r e
100,c,c01,六百人のお客さんの人いきれに、むし暑くて、扇子を使わずにいられない。,ろっぴゃくにんのおきゃくさんのひといきれに、むしあつくて、せんすをつかわずにいられない。,r o q py a k u n i N n o o ky a k u s a N n o h i t o i k i r e n i # m u sh i a ts u k u t e # s e N s u o ts u k a w a z u n i i r a r e n a i
101,c,c02,やがて、証拠の書類や、物品が押収され、諸君は、取調べのため、国税局へ連行される。,やがて、しょーこのしょるいや、ぶっぴんがおーしゅーされ、しょくんわ、とりしらべのため、こくぜいきょくえれんこーされる。,y a g a t e # sh o: k o n o sh o r u i y a # b u q p i N g a o: sh u: s a r e # sh o k u N w a # t o r i sh i r a b e n o t a m e # k o k u z e i ky o k u e r e N k o: s a r e r u
102,c,c03,最初、速いテンポで巻きこんでおいて、中盤じっくり見せる。,さいしょ、はやいてんぽでまきこんでおいて、ちゅーばんじっくりみせる。,s a i sh o # h a y a i t e N p o d e m a k i k o N d e o i t e # ch u: b a N j i q k u r i m i s e r u
103,c,c04,文芸編集者としては、作家たちに、最も信頼されている、名編集者だ。,ぶんげいへんしゅーしゃとしてわ、さっかたちに、もっともしんらいされている、めいへんしゅーしゃだ。,b u N g e i h e N sh u: sh a t o sh i t e w a # s a q k a t a ch i n i # m o q t o m o sh i N r a i s a r e t e i r u # m e i h e N sh u: sh a d a
104,c,c05,あの坂をのぼれば、海が見える。,あのさかをのぼれば、うみがみえる。,a n o s a k a o n o b o r e b a # u m i g a m i e r u
105,c,c06,エネルギーを節約するための技術を開発することも大切である。,えねるぎーをせつやくするためのぎじゅつをかいはつすることもたいせつである。,e n e r u g i: o s e ts u y a k u s u r u t a m e n o g i j u ts u o k a i h a ts u s u r u k o t o m o t a i s e ts u d e a r u
106,c,c07,生活扶助、医療扶助、住宅扶助などによって、貧困に陥った人々を、援助している。,せいかつふじょ、いりょーふじょ、じゅーたくふじょなどによって、ひんこんにおちいったひとびとを、えんじょしている。,s e i k a ts u f u j o # i ry o: f u j o # j u: t a k u f u j o n a d o n i y o q t e # h i N k o N n i o ch i i q t a h i t o b i t o o # e N j o sh i t e i r u
107,c,c08,開放は進むが、そのことで、日本の輸入が急増し、貿易黒字が急減するとは思えない。,かいほーわすすむが、そのことで、にっぽんのゆにゅーがきゅーぞーし、ぼーえきくろじがきゅーげんするとわおもえない。,k a i h o: w a s u s u m u g a # s o n o k o t o d e # n i q p o N n o y u ny u: g a ky u: z o: sh i # b o: e k i k u r o j i g a ky u: g e N s u r u t o w a o m o e n a i
108,c,c09,手抜きがあれば、いい布は、生まれない。,てぬきがあれば、いいぬのわ、うまれない。,t e n u k i g a a r e b a # i i n u n o w a # u m a r e n a i
109,c,c10,農業をやめざるをえない人があり、関連企業も、この不況にひきずられているという。,のーぎょーをやめざるをえないひとがあり、かんれんきぎょーも、このふきょーにひきずられているという。,n o: gy o: o y a m e z a r u o e n a i h i t o g a a r i # k a N r e N k i gy o: m o # k o n o f u ky o: n i h i k i z u r a r e t e i r u t o i u
110,c,c11,生みの親は、サンフランシスコに住む日系人たちだった。,うみのおやわ、さんふらんしすこにすむにっけいじんたちだった。,u m i n o o y a w a # s a N f u r a N sh i s u k o n i s u m u n i q k e i j i N t a ch i d a q t a
111,c,c12,現地の発音を重んじて、そう呼ぶようになった。,げんちのはつおんをおもんじて、そーよぶよーになった。,g e N ch i n o h a ts u o N o o m o N j i t e # s o: y o b u y o: n i n a q t a
112,c,c13,その列車が、大口を開けて、国家秘密法をちらつかせている。,そのれっしゃが、おーぐちをあけて、こっかひみつほーをちらつかせている。,s o n o r e q sh a g a # o: g u ch i o a k e t e # k o q k a h i m i ts u h o: o ch i r a ts u k a s e t e i r u
113,c,c14,十年前、日本の一人当たりのＧＤＰは、世界で、十六位程度だった。,じゅーねんまえ、にっぽんのひとりあたりのじーでぃーぴーわ、せかいで、じゅーろくいていどだった。,j u: n e N m a e # n i q p o N n o h i t o r i a t a r i n o j i: d i: p i: w a # s e k a i d e # j u: r o k u i t e i d o d a q t a
114,c,c15,もう夢中になって、玉ねぎ、じゃがいも、あらゆる野菜を買い込む。,もーむちゅーになって、たまねぎ、じゃがいも、あらゆるやさいをかいこむ。,m o: m u ch u: n i n a q t e # t a m a n e g i # j a g a i m o # a r a y u r u y a s a i o k a i k o m u
115,c,c16,ぐずぐず考えていたら、三十分も、フトンから出られなかった。,ぐずぐずかんがえていたら、さんじゅっぷんも、ふとんからでられなかった。,g u z u g u z u k a N g a e t e i t a r a # s a N j u q p u N m o # f u t o N k a r a d e r a r e n a k a q t a
116,c,c17,一年ほど前からひそかに茶を習い始めている。,いちねんほどまえからひそかにちゃをならいはじめている。,i ch i n e N h o d o m a e k a r a h i s o k a n i ch a o n a r a i h a j i m e t e i r u
117,c,c18,水が上がってきたら、あとはゆっくりと、上下させればよい。,みずがあがってきたら、あとわゆっくりと、じょーげさせればよい。,m i z u g a a g a q t e k i t a r a # a t o w a y u q k u r i t o # j o: g e s a s e r e b a y o i
118,c,c19,広い構内に、レストランや、列車食堂などを配し、札幌ビール園に似た雰囲気だ。,ひろいこーないに、れすとらんや、れっしゃしょくどーなどをはいし、さっぽろびーるえんににたふんいきだ。,h i r o i k o: n a i n i # r e s u t o r a N y a # r e q sh a sh o k u d o: n a d o o h a i sh i # s a q p o r o b i: r u e N n i n i t a f u N i k i d a
119,c,c20,近くの原野で、乗馬、射撃、狩猟などを楽しむことができる。,ちかくのげんやで、じょーば、しゃげき、しゅりょーなどをたのしむことができる。,ch i k a k u n o g e N y a d e # j o: b a # sh a g e k i # sh u ry o: n a d o o t a n o sh i m u k o t o g a d e k i r u
120,c,c21,日本人の美意識を決定づけたのが、茶の湯だが、茶室の標準は、四畳半、なかには一畳あまりというミニもある。,にっぽんじんのびいしきをけっていずけたのが、ちゃのゆだが、ちゃしつのひょーじゅんわ、よじょーはん、なかにわいちじょーあまりとゆうみにもある。,n i q p o N j i N n o b i i sh i k i o k e q t e i z u k e t a n o g a # ch a n o y u d a g a # ch a sh i ts u n o hy o: j u N w a # y o j o: h a N # n a k a n i w a i ch i j o: a m a r i t o y u u m i n i m o a r u
121,c,c22,しかし、そうなるとかえって眠れず寝酒の量もふえてゆく。,しかし、そーなるとかえってねむれずねざけのりょーもふえてゆく。,sh i k a sh i # s o: n a r u t o k a e q t e n e m u r e z u n e z a k e n o ry o: m o f u e t e y u k u
122,c,c23,ずっしりと手応えのある体験を積む青年が増えてほしい。,ずっしりとてごたえのあるたいけんをつむせいねんがふえてほしい。,z u q sh i r i t o t e g o t a e n o a r u t a i k e N o ts u m u s e i n e N g a f u e t e h o sh i i
123,c,c24,いつごろ将棋を覚えたか、はっきりしない。,いつごろしょーぎをおぼえたか、はっきりしない。,i ts u g o r o sh o: g i o o b o e t a k a # h a q k i r i sh i n a i
124,c,c25,夫人名義になっている住宅の半分を、わざわざ除いて公表する。,ふじんめいぎになっているじゅーたくのはんぶんを、わざわざのぞいてこーひょーする。,f u j i N m e i g i n i n a q t e i r u j u: t a k u n o h a N b u N o # w a z a w a z a n o z o i t e k o: hy o: s u r u
125,c,c26,ちゃんとした文章をしゃべらず、単語で間に合わせる。,ちゃんとしたぶんしょーをしゃべらず、たんごでまにあわせる。,ch a N t o sh i t a b u N sh o: o sh a b e r a z u # t a N g o d e m a n i a w a s e r u
126,c,c27,わたしは、安心とあせりがごちゃまぜの、複雑な心境だ。,わたしわ、あんしんとあせりがごちゃまぜの、ふくざつなしんきょーだ。,w a t a sh i w a # a N sh i N t o a s e r i g a g o ch a m a z e n o # f u k u z a ts u n a sh i N ky o: d a
127,c,c28,包丁の手を止めて、流れる涙をエプロンでぬぐったのは、タマネギのせいだけではない。,ほーちょーのてをとめて、ながれるなみだをえぷろんでぬぐったのわ、たまねぎのせいだけでわない。,h o: ch o: n o t e o t o m e t e # n a g a r e r u n a m i d a o e p u r o N d e n u g u q t a n o w a # t a m a n e g i n o s e i d a k e d e w a n a i
128,c,c29,わたしには、約束時間ぎりぎりに、家を出るという、悪い癖がある。,わたしにわ、やくそくじかんぎりぎりに、いえをでるとゆう、わるいくせがある。,w a t a sh i n i w a # y a k u s o k u j i k a N g i r i g i r i n i # i e o d e r u t o y u u # w a r u i k u s e g a a r u
129,c,c30,初めは喜んだ見舞い客を、いやがるようになった。,はじめわよろこんだみまいきゃくを、いやがるよーになった。,h a j i m e w a y o r o k o N d a m i m a i ky a k u o # i y a g a r u y o: n i n a q t a
130,c,c31,救急車で病院に運ばれる途中に、息を引き取ったのだという。,きゅうきゅうしゃでびょーいんにはこばれるとちゅーに、いきをひきとったのだという。,ky u u ky u u sh a d e by o: i N n i h a k o b a r e r u t o ch u: n i # i k i o h i k i t o q t a n o d a t o i u
131,c,c32,冬が長くて辛ければ、それだけ、歓びも大きいのだ。,ふゆがながくてつらければ、それだけ、よろこびもおーきいのだ。,f u y u g a n a g a k u t e ts u r a k e r e b a # s o r e d a k e # y o r o k o b i m o o: k i i n o d a
132,c,c33,女の子は、以前は、パンより御飯が好きで、喜んでお代わりをした。,おんなのこわ、いぜんわ、ぱんよりごはんがすきで、よろこんでおかわりをした。,o N n a n o k o w a # i z e N w a # p a N y o r i g o h a N g a s u k i d e # y o r o k o N d e o k a w a r i o sh i t a
133,c,c34,これは、私よりよほど重症である。,これわ、わたしよりよほどじゅーしょーである。,k o r e w a # w a t a sh i y o r i y o h o d o j u: sh o: d e a r u
134,c,c35,細長い指先で、激しく鍵を叩く。,ほそながいゆびさきで、はげしくけんをたたく。,h o s o n a g a i y u b i s a k i d e # h a g e sh i k u k e N o t a t a k u
135,c,c36,幼児は、しばしば、フィクションと現実とを、混同する。,よーじわ、しばしば、ふぃくしょんとげんじつとを、こんどーする。,y o: j i w a # sh i b a sh i b a # f i k u sh o N t o g e N j i ts u t o o # k o N d o: s u r u
136,c,c37,新聞、週刊誌、雑誌にかぎらず、ほとんどすべての取材記者は、自分の予定原稿を持って、やってくるのだ。,しんぶん、しゅーかんし、ざっしにかぎらず、ほとんどすべてのしゅざいきしゃわ、じぶんのよていげんこーをもって、やってくるのだ。,sh i N b u N # sh u: k a N sh i # z a q sh i n i k a g i r a z u # h o t o N d o s u b e t e n o sh u z a i k i sh a w a # j i b u N n o y o t e i g e N k o: o m o q t e # y a q t e k u r u n o d a
137,c,c38,世間体を繕い、他人の、自分への評価や印象を、いつも気づかう人が多いのも、事実であろう。,せけんていをつくろい、たにんの、じぶんえのひょーかやいんしょーを、いつもきずかうひとがおーいのも、じじつであろう。,s e k e N t e i o ts u k u r o i # t a n i N n o # j i b u N e n o hy o: k a y a i N sh o: o # i ts u m o k i z u k a u h i t o g a o: i n o m o # j i j i ts u d e a r o u
138,c,c39,汚染は、もはや地球規模であり、人類は、その、種の存続さえ、危うくされているのだ。,おせんわ、もはやちきゅーきぼであり、じんるいわ、その、しゅのそんぞくさえ、あやうくされているのだ。,o s e N w a # m o h a y a ch i ky u: k i b o d e a r i # j i N r u i w a # s o n o # sh u n o s o N z o k u s a e # a y a u k u s a r e t e i r u n o d a
139,c,c40,自分を守ってくれる人が欲しくて、必死だった。,じぶんをまもってくれるひとがほしくて、ひっしだった。,j i b u N o m a m o q t e k u r e r u h i t o g a h o sh i k u t e # h i q sh i d a q t a
140,c,c41,収入とは無関係のボランティアではあっても、続けると決意した以上、踏み出さねばならない。,しゅーにゅーとわむかんけいのぼらんてぃあでわあっても、つずけるとけついしたいじょー、ふみださねばならない。,sh u: ny u: t o w a m u k a N k e i n o b o r a N t i a d e w a a q t e m o # ts u z u k e r u t o k e ts u i sh i t a i j o: # f u m i d a s a n e b a n a r a n a i
141,c,c42,午後四時の電車で帰りますから、牛乳をあたためて、水筒に入れ、乳母車に積んで、迎えに行きます。,ごごよじのでんしゃでかえりますから、ぎゅーにゅーをあたためて、すいとーにいれ、うばぐるまにつんで、むかえにいきます。,g o g o y o j i n o d e N sh a d e k a e r i m a s u k a r a # gy u: ny u: o a t a t a m e t e # s u i t o: n i i r e # u b a g u r u m a n i ts u N d e # m u k a e n i i k i m a s u
142,c,c43,主人の仕事は、建築業で、作業服を着て、出勤します。,しゅじんのしごとわ、けんちくぎょーで、さぎょーふくをきて、しゅっきんします。,sh u j i N n o sh i g o t o w a # k e N ch i k u gy o: d e # s a gy o: f u k u o k i t e # sh u q k i N sh i m a s u
143,c,c44,これでは、母親が嘆くのも、無理はありません。,これでわ、ははおやがなげくのも、むりわありません。,k o r e d e w a # h a h a o y a g a n a g e k u n o m o # m u r i w a a r i m a s e N
144,c,c45,ブラッシングすると毛羽立ちやすいので、注意が必要です。,ぶらっしんぐするとけばだちやすいので、ちゅーいがひつよーです。,b u r a q sh i N g u s u r u t o k e b a d a ch i y a s u i n o d e # ch u: i g a h i ts u y o: d e s u
145,c,c46,疲労回復には、十分な睡眠が必要だ。,ひろーかいふくにわ、じゅーぶんなすいみんがひつよーだ。,h i r o: k a i f u k u n i w a # j u: b u N n a s u i m i N g a h i ts u y o: d a
146,c,c47,プレー中絶えず笑いを浮かべる彼女の強さばかりが目立った。,ぷれーちゅーたえずわらいをうかべるかのじょのつよさばかりがめだった。,p u r e: ch u: t a e z u w a r a i o u k a b e r u k a n o j o n o ts u y o s a b a k a r i g a m e d a q t a
147,c,c48,日本でも、半導体価格が上昇し始め、不況に、出口が見え始めた。,にっぽんでも、はんどーたいかかくがじょーしょーしはじめ、ふきょーに、でぐちがみえはじめた。,n i q p o N d e m o # h a N d o: t a i k a k a k u g a j o: sh o: sh i h a j i m e # f u ky o: n i # d e g u ch i g a m i e h a j i m e t a
148,c,c49,反政府デモへの、一般学生、一般市民の合流を、過大評価することは、適切ではあるまい。,はんせいふでもえの、いっぱんがくせい、いっぱんしみんのごーりゅーを、かだいひょーかすることわ、てきせつでわあるまい。,h a N s e i f u d e m o e n o # i q p a N g a k u s e i # i q p a N sh i m i N n o g o: ry u: o # k a d a i hy o: k a s u r u k o t o w a # t e k i s e ts u d e w a a r u m a i
149,c,c50,セミしぐれの中を、東京、千鳥ケ淵、戦没者墓苑を訪れた。,せみしぐれのなかを、とーきょー、ちどりがふち、せんぼつしゃぼえんをおとずれた。,s e m i sh i g u r e n o n a k a o # t o: ky o: # ch i d o r i g a f u ch i # s e N b o ts u sh a b o e N o o t o z u r e t a
150,d,d01,十分間の休憩を与えられ、乱れた髪を結い直し、肩の汗をぬぐって、支度部屋で呼吸を整える。,じゅっぷんのきゅーけいをあたえられ、みだれたかみをゆいなおし、かたのあせをぬぐって、したくべやでこきゅーをととのえる。,j u q p u N n o ky u: k e i o a t a e r a r e # m i d a r e t a k a m i o y u i n a o sh i # k a t a n o a s e o n u g u q t e # sh i t a k u b e y a d e k o ky u: o t o t o n o e r u
151,d,d02,つぎの瞬間、万歳、万歳の声が聞こえていた。,つぎのしゅんかん、ばんざい、ばんざいのこえがきこえていた。,ts u g i n o sh u N k a N # b a N z a i # b a N z a i n o k o e g a k i k o e t e i t a
152,d,d03,スピーチが下手なのだから、原稿を、用意したほうがいい。,すぴーちがへたなのだから、げんこーを、よーいしたほーがいい。,s u p i: ch i g a h e t a n a n o d a k a r a # g e N k o: o # y o: i sh i t a h o: g a i i
153,d,d04,ふりあおぐと、すぐ頭上を、光が走った。,ふりあおぐと、すぐずじょーを、ひかりがはしった。,f u r i a o g u t o # s u g u z u j o: o # h i k a r i g a h a sh i q t a
154,d,d05,労働力の、需要と供給の出会う場が、労働市場である。,ろーどーりょくの、じゅよーときょうきゅーのであうばが、ろーどーしじょーである。,r o: d o: ry o k u n o # j u y o: t o ky o u ky u: n o d e a u b a g a # r o: d o: sh i j o: d e a r u
155,d,d06,日本が輸入する、食品や石油を、守るためのものなのか。,にっぽんがゆにゅーする、しょくひんやせきゆを、まもるためのものなのか。,n i q p o N g a y u ny u: s u r u # sh o k u h i N y a s e k i y u o # m a m o r u t a m e n o m o n o n a n o k a
156,d,d07,みんな、服やネクタイの色は、よく覚えている。,みんな、ふくやねくたいのいろわ、よくおぼえている。,m i N n a # f u k u y a n e k u t a i n o i r o w a # y o k u o b o e t e i r u
157,d,d08,無事、脱出はできても、いつ島に戻れるのか、という不安は続く。,ぶじ、だっしゅつわできても、いつしまにもどれるのか、とゆうふあんわつずく。,b u j i # d a q sh u ts u w a d e k i t e m o # i ts u sh i m a n i m o d o r e r u n o k a # t o y u u f u a N w a ts u z u k u
158,d,d09,昭和十二年ごろと比べ、最近の公務員の初任給は、千六百倍になっている。,しょーわじゅーにねんごろとくらべ、さいきんのこーむいんのしょにんきゅーわ、せんろっぴゃくばいになっている。,sh o: w a j u: n i n e N g o r o t o k u r a b e # s a i k i N n o k o: m u i N n o sh o n i N ky u: w a # s e N r o q py a k u b a i n i n a q t e i r u
159,d,d10,留守中の郵便物を処理するだけで、優に半日はかかる。,るすちゅーのゆーびんぶつをしょりするだけで、ゆーにはんにちわかかる。,r u s u ch u: n o y u: b i N b u ts u o sh o r i s u r u d a k e d e # y u: n i h a N n i ch i w a k a k a r u
160,d,d11,羊は、慌てて、列に戻り、再び、群れと一緒に進んでいく。,ひつじわ、あわてて、れつにもどり、ふたたび、むれといっしょにすすんでいく。,h i ts u j i w a # a w a t e t e # r e ts u n i m o d o r i # f u t a t a b i # m u r e t o i q sh o n i s u s u N d e i k u
161,d,d12,やっぱり、一生懸命やれば、自然と結果はついてくる。,やっぱり、いっしょーけんめいやれば、しぜんとけっかわついてくる。,y a q p a r i # i q sh o: k e N m e i y a r e b a # sh i z e N t o k e q k a w a ts u i t e k u r u
162,d,d13,四畳半のアパートの我が家には、三人ものお客さまがみえた。,よじょーはんのあぱーとのわがやにわ、さんにんものおきゃくさまがみえた。,y o j o: h a N n o a p a: t o n o w a g a y a n i w a # s a N n i N m o n o o ky a k u s a m a g a m i e t a
163,d,d14,不満や、いらだちは、もっぱら、受験や、身のまわりに向けられている。,ふまんや、いらだちわ、もっぱら、じゅけんや、みのまわりにむけられている。,f u m a N y a # i r a d a ch i w a # m o q p a r a # j u k e N y a # m i n o m a w a r i n i m u k e r a r e t e i r u
